country_name	Net Electricity Production_Electricity_GWh_2012	Net Electricity Production_Electricity_GWh_2013	Net Electricity Production_Electricity_GWh_2014	Net Electricity Production_Electricity_GWh_2015	Net Electricity Production_Electricity_GWh_2016	Net Electricity Production_Electricity_GWh_2017	Net Electricity Production_Electricity_GWh_2018	Net Electricity Production_Electricity_GWh_2019	Net Electricity Production_Electricity_GWh_2020	Net Electricity Production_Electricity_GWh_2021	Net Electricity Production_Electricity_GWh_2022	WS_HCF_W-B_2012	WS_HCF_W-B_2013	WS_HCF_W-B_2014	WS_HCF_W-B_2015	WS_HCF_W-B_2016	WS_HCF_W-B_2017	WS_HCF_W-B_2018	WS_HCF_W-B_2019	WS_HCF_W-B_2020	WS_HCF_W-B_2021	WS_PPL_W-SM_2012	WS_PPL_W-SM_2013	WS_PPL_W-SM_2014	WS_PPL_W-SM_2015	WS_PPL_W-SM_2016	WS_PPL_W-SM_2017	WS_PPL_W-SM_2018	WS_PPL_W-SM_2019	WS_PPL_W-SM_2020	WS_PPL_W-SM_2021	WS_PPL_W-SM_2022	delta_Net Electricity Production_Electricity_GWh_2013	delta_Net Electricity Production_Electricity_GWh_2014	delta_Net Electricity Production_Electricity_GWh_2015	delta_Net Electricity Production_Electricity_GWh_2016	delta_Net Electricity Production_Electricity_GWh_2017	delta_Net Electricity Production_Electricity_GWh_2018	delta_Net Electricity Production_Electricity_GWh_2019	delta_Net Electricity Production_Electricity_GWh_2020	delta_Net Electricity Production_Electricity_GWh_2021	delta_Net Electricity Production_Electricity_GWh_2022	delta_WS_PPL_W-SM_2013	delta_WS_PPL_W-SM_2014	delta_WS_PPL_W-SM_2015	delta_WS_PPL_W-SM_2016	delta_WS_PPL_W-SM_2017	delta_WS_PPL_W-SM_2018	delta_WS_PPL_W-SM_2019	delta_WS_PPL_W-SM_2020	delta_WS_PPL_W-SM_2021	delta_WS_PPL_W-SM_2022
India	NaN	NaN	NaN	100281.79744166667	112134.75046666666	117859.03518333333	126795.09331666667	129800.63927500001	119254.51881666666	130004.51636666666	139001.71198333334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.819645566180432	5.104826731092848	7.581988194144834	2.370396108962268	-8.124860183461793	9.014331412066888	6.9206792718576455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Ireland	2206.588583333333	2093.0170833333336	2109.385583333333	2302.1093333333333	2474.2949166666667	2507.7891583333335	2529.8010833333333	2523.0079083333335	2626.56635	2584.9949	2779.2398166666667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.02115731371572	95.11063738349296	95.19962514850822	95.28813235052756	95.37613767692288	95.46347294553128	95.55008231128714	95.70191911201135	95.85353667900984	95.99583146777294	95.99140503980652	-5.146926838007806	0.7820528618873551	9.136487492981276	7.479470277113977	1.3536883352526832	0.877742250653513	-0.26852605308591787	4.104562705674432	-1.5827298632680615	7.514324947668814	0.09416857498569145	0.09356236848298702	0.09297011609160762	0.09235706926396844	0.09156930730854136	0.09072513610025379	0.15890807946093785	0.15842688255919482	0.1484502228015021	-0.004611062687558373
Italy	23983.615333333335	23236.11608333333	22428.994583333333	22702.368416666664	23308.55183333333	23772.1375	23320.384916666666	23662.504666666664	22637.332416666668	23337.100749999998	23177.17805833333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.97284863296588	94.74056782844532	94.50815485523694	94.25135524159886	93.99455562796076	93.73775601432268	93.4809564006846	93.22415678704652	92.96735717340844	92.71055755977036	92.71055755977036	-3.116707967547752	-3.473564588442235	1.218841229452485	2.6701329374147793	1.9889080625064843	-1.9003448189433312	1.4670416085434812	-4.332475637898783	3.0912137545770517	-0.6852723197274909	-0.2445760107904456	-0.2453151575249506	-0.2717221746963881	-0.27246251576948444	-0.27320690216837323	-0.2739553671402611	-0.27470794429762513	-0.27546466762331945	-0.27622557147567556	0.0
Japan	89773.16558333334	88135.03008333333	87464.636	85917.41866666666	85797.88091666666	85043.60948333333	86528.38306666668	83458.08231666667	80522.223775	82559.85009166667	83704.92074166668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.23246068074933	98.27977289512576	98.32709287591484	98.37442062311663	98.42175613673116	98.4690994167584	98.51645046319832	98.56380927605096	98.6111758553163	98.65855020099436	98.65855020099436	-1.8247496224017847	-0.7606443007955661	-1.7689633251698824	-0.13913098397866572	-0.8791259472549594	1.74589671387869	-3.5483163341148587	-3.5177641999094518	2.5305142122755053	1.3869582475363393	0.048163523593484255	0.04814823986170452	0.048132967036376324	0.04811770510534937	0.048102454056462705	0.048087213877645786	0.048071984556860556	0.04805676608204369	0.04804155844116432	0.0
Latvia	476.59116666666665	483.3298333333333	394.34141666666665	424.4004166666667	493.88183333333336	585.3571000000001	516.9127916666666	495.58042499999993	453.472725	461.997775	397.56784166666665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.27701279264826	94.55749407183173	94.83807539650272	95.11897313770102	95.40130649011738	95.68483130461388	95.9692852409253	96.25441324599024	96.5399613194845	96.82567189664135	97.11127225931054	1.413930248392483	-18.411529876595655	7.622582546384833	16.371665516351015	18.521690917294325	-11.692744195523282	-4.126879235835001	-8.49664310288283	1.8799476859385453	-13.945940179762411	0.29750760113745783	0.29673092273135254	0.2961866739955593	0.2968212787659438	0.2971917523224616	0.2972821631527567	0.29710339547610093	0.29665972069718494	0.2959505817609893	0.2949634710245606
Lithuania	390.77624999999995	370.89841666666666	345.3320833333333	389.69266666666664	337.6231666666667	333.0083416666667	276.19168333333334	313.716675	438.44166666666666	400.866675	362.9053083333333	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	86.38263781659529	88.35362059603037	90.3379728931866	92.33559130376428	93.99288117399388	94.44230919466068	94.87325128159948	94.89748744511516	94.92379327407676	94.95175037296887	94.98149647144142	-5.086755741510209	-6.893082360152084	12.845775262217412	-13.361683309411335	-1.3668567372203415	-17.061632164819898	13.58657553108798	39.757208209180035	-8.570123353543803	-9.469823518422094	2.2816885768408697	2.2459207486573445	2.2112721224546483	1.7948548840473404	0.4781511270357243	0.45630193777934713	0.025545834245465256	0.02772025863889301	0.029452150960081212	0.031327593599592536
Luxembourg	315.57366666666667	238.364	244.80049999999997	228.12966666666668	180.6153416666667	183.71109166666668	180.82975	156.42725	183.788425	181.64283333333333	181.05345833333334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.7764862682278	99.7237508144043	99.67429154254684	99.62786078977403	99.58425066314012	99.54322640375104	99.50460384625129	99.51253086190972	99.52006544208746	99.52723297997088	99.53408195746526	-24.466447876407095	2.700281921766696	-6.809967027572776	-20.82777119445227	1.7140016852573465	-1.5684092019303417	-13.494737453322811	17.49130985809698	-1.1674248074472922	-0.32446917347871684	-0.052853588852321	-0.04959628118030437	-0.04658247583629662	-0.04377302321679898	-0.041195529529926514	-0.03879978467153064	0.007966481300389804	0.007571488849166754	0.007202103265888163	0.006881511008915448
Malta	NaN	NaN	NaN	103.41591666666666	67.20691666666666	133.53825	158.88840833333333	166.25995833333334	172.93984166666667	179.447525	183.47085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.89585034960773	99.8782191179984	99.86058504716816	99.84295232038431	99.82531972774426	99.80768555162824	99.79004773602756	99.7724155281172	NaN	NaN	NaN	-35.0129855897424	98.69718270564914	18.9834435701631	4.639451094843355	4.0177342760671655	3.762975188722907	2.2420621293049314	NaN	NaN	NaN	-0.017649613620209816	-0.017655571941473245	-0.01765734376132073	-0.017660327775038346	-0.017665033444533785	-0.017671801027342206	-0.017669305016276882
Mexico	23700.40125	23924.198416666666	24170.811416666667	24814.745583333333	25239.666	25744.427833333335	28406.5	28194.16665833333	26019.439166666667	26916.932758333336	27875.62250833333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.67959172182006	41.84208399017105	42.00296103677734	42.16216393988934	42.31975779471252	42.47569959105446	42.63002404653048	42.78274365722524	42.89210182038559	42.96604199119669	43.03787942132716	0.9442758555265692	1.0308098758627564	2.664098261188905	1.712370635595244	1.9998752492736391	10.34038194167932	-0.7474815329824803	-7.713395178586993	3.4493195103776184	3.561660455919477	0.3898605087964913	0.3844862188128248	0.37902780942657827	0.373780280935924	0.3684846144403466	0.3633241052220914	0.3582442518166707	0.2556127863994124	0.17238644802423028	0.16719582908100036
New Zealand	3567.1516666666666	3489.237916666667	3518.969416666667	3574.6086666666665	3558.5874249999997	3592.426758333333	3604.478525	3632.5033583333334	3598.5399249999996	3605.7989	3559.5049333333336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.25857262079909	92.23928533986064	93.21999889084688	94.20071358433351	95.181429686498	96.16214561726058	97.1428571624635	98.12357498401782	99.1042880185472	99.99999623061082	100.0	-2.184200653088754	0.8520915085206604	1.5811234316638032	-0.44819568128017406	0.9509203875561199	0.3354770320288512	0.7775003551542422	-0.9349869768301304	0.20172000731658388	-1.2838754448193483	1.074652704833167	1.0632276121532658	1.052043236596656	1.041092009655005	1.0303647822824107	1.0198519790794787	1.0095624631609827	0.999467288762267	0.903803690003801	3.769389323312552e-06
North Macedonia	NaN	NaN	NaN	439.83324999999996	440.3544166666666	435.57216666666665	440.2294083333333	458.40117499999997	419.3964	433.240075	453.36065833333333	NaN	NaN	NaN	100.0	100.0	100.0	100.0	100.0	100.0	100.0	NaN	NaN	NaN	80.3782453257937	80.39584720039693	80.41636945280716	80.3237909019868	80.35073390518379	80.38050305925564	80.41318215079289	80.44702587028334	NaN	NaN	NaN	0.11849187542475673	-1.0860002350379463	1.0692238905684586	4.12779480940704	-8.508873259323547	3.3008568981517152	4.644211026261442	NaN	NaN	NaN	0.021898804249688323	0.025526508053428126	-0.11512401200192635	0.033542992548579974	0.03704901327595327	0.0406554951679717	0.04208727796269024
Norway	12260.833333333334	11123.833333333334	11778.499916666668	11991.999916666668	12373.25	12396.916916666667	12195.5375	11172.993766666666	12858.561241666668	13103.939333333334	12161.554158333332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.36596663766096	99.31168055599431	99.25739104028597	99.20311051903045	99.14882228017537	99.09453738843646	99.04024635256884	98.98596340455008	98.93168065523412	98.877395807563	98.82311033748654	-9.273431659077007	5.885260626582565	1.8126247103665203	3.1792035188681513	0.19127486041797442	-1.6244314454985826	-8.384572909011464	15.086086237949017	1.9082857487317202	-7.191617352827599	-0.05463246975154072	-0.05466579097686108	-0.054686629062706084	-0.05472433129469775	-0.054750919365944346	-0.05478711268897481	-0.054808979195717	-0.05483883517313325	-0.05487104566664494	-0.054901799984817944
Peru	NaN	NaN	NaN	NaN	NaN	NaN	4442.238408333334	4606.993391666667	4272.179483333333	4591.090283333334	4763.555258333333	NaN	NaN	NaN	NaN	NaN	NaN	45.833351	45.833351	45.833351	45.833351	NaN	NaN	NaN	NaN	NaN	NaN	50.83094059458183	51.11794794338503	51.40620953081537	51.69531259227843	51.98521171202588	NaN	NaN	NaN	NaN	NaN	NaN	3.708828031927873	-7.267514404057096	7.464826823033498	3.756514560954828	NaN	NaN	NaN	NaN	NaN	NaN	0.5646311979396919	0.5639146308251538	0.5623893768898814	0.5607841508453405
Poland	12304.083250000001	12506.583416666666	12101.166749999999	12557.916583333334	12666.847249999999	12734.9734	12921.360341666666	12596.700700000001	12158.623258333333	13878.873	13715.551975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.65698627179069	92.3521229835978	92.036903592949	91.71144545017238	91.37841561524546	91.03812219959153	90.6905867680132	90.33597770437775	89.6191876786659	88.9061779521799	88.91449930744037	1.645796460834779	-3.2416260553333602	3.774428059454145	0.8674262640925351	0.5378303586948353	1.463583282134423	-2.5125809750832238	-3.477715729696333	14.148392503959146	-1.1767599934086814	-0.32902353126253825	-0.34132338322615163	-0.35361700586541567	-0.3631278880102882	-0.37240021438624893	-0.3817471441429637	-0.3910097798160042	-0.7934712657425778	-0.795599407843915	0.009359704187192832
Portugal	3771.2251666666666	4200.991666666667	4293.925749999999	4245.015083333334	4905.151416666667	4805.74765	4849.7680083333335	4348.766658333333	4356.5221	4192.616125	4062.946483333333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.3637135468122	94.45235092180803	94.5389069370452	94.62334159411326	94.70568229771165	94.78596065420996	94.86413723006338	94.94031142943425	95.01444466190634	95.08657780183329	95.15673399219878	11.395938481707386	2.212193946270606	-1.1390664281203686	15.550859546415813	-2.026517801854462	0.9159939626320829	-10.330418880637842	0.1783365785286676	-3.7623124877525713	-3.092809782738371	0.09393163077654339	0.09163987385429855	0.08931207246164244	0.0870194417267474	0.08476614554758491	0.0824769568339517	0.0802982049856538	0.07808404181104199	0.07591807770241837	0.07378138112374277
Serbia	NaN	NaN	NaN	2969.9165	3052.3333333333335	2858.212666666667	2898.61725	2880.4126666666666	2939.489341666667	2946.037325	2729.9400416666667	NaN	NaN	NaN	98.099998	98.099998	98.099998	98.099998	98.099998	98.099998	98.099998	NaN	NaN	NaN	74.86615196661012	74.88875673113697	74.91404036741613	74.94200596747828	74.9726378509353	75.00594659210812	75.04207242872688	75.07524760067342	NaN	NaN	NaN	2.775055572550059	-6.359746641913292	1.4136311060595093	-0.6280437106117814	2.050979558716017	0.22275921332717838	-7.335184843027509	NaN	NaN	NaN	0.030193570703257414	0.03376159170320077	0.03733025201282483	0.040874117341230684	0.04442786345472264	0.04816396333909691	0.044208762994982186
Slovenia	1225.4005833333333	1259.7736666666667	1373.8356666666666	1182.27175	1295.5435	1283.0734166666668	1286.8308333333334	1268.6961666666668	1357.4728333333333	1254.00475	1065.2500166666666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.14536020119697	93.82540376529482	94.50544732939248	95.18549089349035	95.865534457588	96.54557802168588	97.22562158578354	97.9056651498814	98.27432090966522	98.27432090966522	98.27432090966522	2.805048716382342	9.054166079039057	-13.943728592478418	9.580855670449697	-0.9625368297809491	0.29284502491120784	-1.4092502446255177	6.997472602121553	-7.622110792395222	-15.052154573842996	0.730088501057854	0.7247968426533974	0.7195813398222698	0.7144403603051146	0.7093723181596042	0.7043756721254584	0.699448924065603	0.37654180605325965	0.0	0.0
Spain	23881.166666666668	22949.916666666668	22365.000083333332	22479.249916666668	22028.66633333333	22076.500008333333	21985.583333333332	21982.999991666667	21215.916666666668	22110.916666666668	23647.555225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.59834367450986	99.57171641412872	99.5449356902683	99.5476438755299	99.55036582786856	99.5531187860868	99.55587388346277	99.55867592882348	99.56148003348824	99.56429637746096	99.56714263730184	-3.8995163552869414	-2.5486653909418786	0.5108420876710636	-2.0044422523158256	0.21714285502441302	-0.4118255836100903	-0.011750162037992945	-3.4894387721911757	4.218530898578504	6.949682735903451	-0.02673464176087696	-0.02689591464811993	0.0027205655845947752	0.0027343212081081332	0.0027653923673151407	0.0027674646556149836	0.0028145454923029648	0.0028165347104116417	0.002828748600139154	0.0028587153672927587
Sweden	13569.083333333334	12461.583250000001	12496.416583333334	13253.749916666668	12710.880225	13377.166666666666	13306.416666666666	13803.749991666666	13409.5	14051.916666666666	14384.726391666665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.56925043672196	99.59030640819805	99.61101067575926	99.6313874133782	99.65142492858551	99.67114085238352	99.69053302186528	99.7096130354211	99.72807241184512	99.73844576731943	99.73887986575748	-8.161937369878823	0.2795257443176983	6.0604040228892595	-4.095970537243991	5.241859177904929	-0.5288862863336781	3.7375451066841157	-2.856107883036673	4.790757796089832	2.368429395752649	0.021147062354827172	0.020789440566988778	0.020456310482857953	0.020111649277922108	0.019784888988925557	0.019456152820084904	0.019139243193370386	0.0185131361581571	0.010401640404194062	0.0004352368183697211
Switzerland	5679.918000000001	5709.5825	5832.160916666667	5509.804166666666	5141.630916666666	5138.10415	5620.898841666666	5978.839025	5834.998416666666	5385.308666666667	5397.022608333334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.70000044879866	96.69999932283632	96.6999973011694	96.69999637396104	96.70000223313978	96.70000013408011	96.70000093164408	96.6999987666662	96.6999976825074	96.700000065191	96.7000018583182	0.5222698637550729	2.146889315754107	-5.527226607873531	-6.682147656488091	-0.0685923731949307	9.396358609559638	6.368023930265224	-2.40582841805703	-7.706767301179351	0.2175166251689975	-1.164387111483302e-06	-2.090658665780468e-06	-9.58850452453899e-07	6.059130260487168e-06	-2.170692474140042e-06	8.24781767649302e-07	-2.238860253357145e-06	-1.121156991048221e-06	2.463995513235945e-06	1.8543197474027952e-06
United Kingdom	28824.083416666665	28369.5	26801.416666666668	27287.263583333333	26825.867758333334	26737.433758333336	26371.884674999998	25995.917433333332	25000.236758333336	24763.33059166667	26531.71021666667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.92542051342764	99.9132910436684	99.90116268509269	99.88903782864152	99.8769077507623	99.86478466896337	99.85265697427896	99.8405271741814	99.82840528451256	99.81627466547938	99.80414700588742	-1.5770958267620587	-5.5273562570131025	1.812765805290139	-1.690883454073473	-0.32965941976853985	-1.3671808844384963	-1.4256366061811068	-3.830142473538102	-0.9476156924301908	7.141121903832656	-0.012138522607082503	-0.01213888407540046	-0.012136852189984861	-0.012143552628897464	-0.01213802276416624	-0.012144115390235485	-0.012147698884646386	-0.012141251665968997	-0.012151470314085247	-0.012149982187386124
United States	339762.5833333333	341116.74991666665	343629.33341666666	342434.9166666667	343287.05158333335	340500.21725	353077.28308333334	349631.11641666666	337646.7285833333	348954.06982499996	360905.88580833335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.88738531438142	96.05080531240289	96.21326611445646	96.37470934959508	96.53506742679296	96.69435079669304	96.85243255576636	97.00932989839488	97.16495748935569	97.31930029470944	97.46838874524605	0.39856259922676573	0.7365758206285153	-0.34758870499326333	0.248845802572215	-0.811808753193493	3.693702733851444	-0.9760374942766628	-3.427723469283884	3.348867406211495	3.4250398596374625	0.17042908979702603	0.1691404892704162	0.16779727126877192	0.1663902057708855	0.16500052690269537	0.1634860338487513	0.16199628495462515	0.16042538498493403	0.1588461615605171	0.15319515253924876
